isUsingController,shooter_velocity,shooter_power,time,intake_current,shooter_current,shooter2_current,battery_voltage,shooter_target
false,2200.00,0.92,277.22,0.54,1.08,1.02,11.48,2000.000000
false,2200.00,0.92,277.26,0.56,1.06,1.03,11.44,2000.000000
false,2200.00,0.92,277.30,0.53,1.03,1.03,11.43,2000.000000
false,2200.00,0.92,277.34,0.56,1.05,1.01,11.49,2000.000000
false,2200.00,0.92,277.37,0.61,1.03,1.00,11.49,2000.000000
false,2220.00,0.92,277.41,0.51,0.98,1.00,11.43,2000.000000
false,2220.00,0.92,277.45,0.57,0.93,1.02,11.52,2000.000000
false,2220.00,0.92,277.49,0.61,0.83,1.01,11.50,2000.000000
false,2220.00,0.92,277.53,0.56,0.87,1.01,11.50,2000.000000
false,2220.00,0.92,277.58,0.55,0.77,1.01,11.54,2000.000000
false,2220.00,0.92,277.62,0.55,0.71,1.04,11.51,2000.000000
false,2220.00,0.92,277.67,0.61,0.74,1.01,11.53,2000.000000
false,2200.00,0.92,277.71,0.53,0.73,1.02,11.53,2000.000000
false,2220.00,0.92,277.75,0.54,0.75,1.02,11.51,2000.000000
false,2220.00,0.92,277.79,0.60,0.68,1.02,11.55,2000.000000
false,2200.00,0.92,277.83,0.55,0.63,1.03,11.55,2000.000000
false,2220.00,0.92,277.87,0.53,0.61,1.05,11.58,2000.000000
false,2220.00,0.92,277.91,0.58,0.53,1.05,11.60,2000.000000
false,2200.00,0.92,277.95,0.61,0.47,1.05,11.60,2000.000000
false,2220.00,0.92,278.00,0.55,0.48,1.07,11.60,2000.000000
false,2220.00,0.92,278.04,0.56,0.47,1.09,11.61,2000.000000
false,2200.00,0.92,278.08,0.61,0.48,1.07,11.62,2000.000000
false,2220.00,0.92,278.12,0.51,0.50,1.08,11.59,2000.000000
false,2200.00,0.92,278.16,0.56,0.38,1.10,11.64,2000.000000
false,2220.00,0.92,278.20,0.59,0.37,1.10,11.63,2000.000000
false,2220.00,0.92,278.24,0.57,0.38,1.10,11.61,2000.000000
false,2220.00,0.92,278.28,0.51,0.38,1.09,11.62,2000.000000
false,2220.00,0.92,278.33,0.53,0.37,1.10,11.65,2000.000000
false,2220.00,0.92,278.36,0.59,0.35,1.10,11.63,2000.000000
false,2200.00,0.92,278.40,0.56,0.37,1.11,11.59,2000.000000
false,2220.00,0.92,278.44,0.53,0.32,1.11,11.61,2000.000000
false,2200.00,0.92,278.49,0.58,0.27,1.11,11.61,2000.000000
false,2200.00,0.92,278.52,0.59,0.27,1.10,11.60,2000.000000
false,2220.00,0.92,278.56,0.52,0.27,1.11,11.61,2000.000000
false,2200.00,0.92,278.61,0.52,0.22,1.12,11.62,2000.000000
false,2200.00,0.92,278.64,0.56,0.21,1.12,11.61,2000.000000
false,2200.00,0.92,278.67,0.53,0.21,1.14,11.64,2000.000000
false,2200.00,0.92,278.71,0.59,0.21,1.12,11.62,2000.000000
false,2200.00,0.92,278.75,0.51,0.22,1.13,11.61,2000.000000
false,2200.00,0.92,278.78,0.56,0.22,1.13,11.63,2000.000000
false,2200.00,0.92,278.81,0.56,0.20,1.14,11.61,2000.000000
false,2200.00,0.92,278.85,0.53,0.22,1.13,11.61,2000.000000
false,2200.00,0.92,278.89,1.79,0.17,0.92,11.17,2000.000000
false,2200.00,0.92,278.94,1.99,0.16,0.98,11.38,2000.000000
false,2180.00,0.92,278.98,1.76,0.15,1.02,11.25,2000.000000
